,type,date,start_time,end_time,usage,units,cost,notes,solar_generated,usage_adjusted,grid_sell
13509,Electric usage,2023-06-19 00:00:00-07:00,18:15:00,18:29:00,0.17,kWh,$0.09,,0.29378703859555555,0.0,0.12378703859555554
13510,Electric usage,2023-06-19 00:00:00-07:00,18:30:00,18:44:00,0.17,kWh,$0.09,,0.23275081928,0.0,0.06275081927999998
13511,Electric usage,2023-06-19 00:00:00-07:00,18:45:00,18:59:00,0.17,kWh,$0.09,,0.17573325112000002,0.0,0.005733251120000005
13512,Electric usage,2023-06-19 00:00:00-07:00,19:00:00,19:14:00,0.18,kWh,$0.09,,0.12609108978666664,0.053908910213333355,0.0
13513,Electric usage,2023-06-19 00:00:00-07:00,19:15:00,19:29:00,0.18,kWh,$0.09,,0.08514812624888889,0.09485187375111111,0.0
13514,Electric usage,2023-06-19 00:00:00-07:00,19:30:00,19:44:00,0.18,kWh,$0.09,,0.054511820968888895,0.1254881790311111,0.0
13515,Electric usage,2023-06-19 00:00:00-07:00,19:45:00,19:59:00,0.18,kWh,$0.09,,0.032243765742222215,0.14775623425777779,0.0
13516,Electric usage,2023-06-19 00:00:00-07:00,20:00:00,20:14:00,0.17,kWh,$0.09,,0.019478638542222225,0.15052136145777778,0.0
13517,Electric usage,2023-06-19 00:00:00-07:00,20:15:00,20:29:00,0.17,kWh,$0.09,,0.00978659752,0.16021340248000002,0.0
13518,Electric usage,2023-06-19 00:00:00-07:00,20:30:00,20:44:00,0.17,kWh,$0.09,,0.002789416684444445,0.16721058331555558,0.0
13519,Electric usage,2023-06-19 00:00:00-07:00,20:45:00,20:59:00,0.17,kWh,$0.09,,0.00033094774222222227,0.16966905225777779,0.0
13520,Electric usage,2023-06-19 00:00:00-07:00,21:00:00,21:14:00,0.17,kWh,$0.07,,0.0,0.17,0.0
13521,Electric usage,2023-06-19 00:00:00-07:00,21:15:00,21:29:00,0.17,kWh,$0.07,,0.0,0.17,0.0
13522,Electric usage,2023-06-19 00:00:00-07:00,21:30:00,21:44:00,0.17,kWh,$0.07,,0.0,0.17,0.0
13523,Electric usage,2023-06-19 00:00:00-07:00,21:45:00,21:59:00,0.17,kWh,$0.07,,0.0,0.17,0.0
13524,Electric usage,2023-06-19 00:00:00-07:00,22:00:00,22:14:00,0.15,kWh,$0.06,,0.0,0.15,0.0
13525,Electric usage,2023-06-19 00:00:00-07:00,22:15:00,22:29:00,0.15,kWh,$0.06,,0.0,0.15,0.0
13526,Electric usage,2023-06-19 00:00:00-07:00,22:30:00,22:44:00,0.15,kWh,$0.06,,0.0,0.15,0.0
13527,Electric usage,2023-06-19 00:00:00-07:00,22:45:00,22:59:00,0.15,kWh,$0.06,,0.0,0.15,0.0
13528,Electric usage,2023-06-19 00:00:00-07:00,23:00:00,23:14:00,0.12,kWh,$0.05,,0.0,0.12,0.0
13529,Electric usage,2023-06-19 00:00:00-07:00,23:15:00,23:29:00,0.12,kWh,$0.05,,0.0,0.12,0.0
13530,Electric usage,2023-06-19 00:00:00-07:00,23:30:00,23:44:00,0.12,kWh,$0.05,,0.0,0.12,0.0
13531,Electric usage,2023-06-19 00:00:00-07:00,23:45:00,23:59:00,0.12,kWh,$0.05,,0.0,0.12,0.0
13532,Electric usage,2023-06-20 00:00:00-07:00,00:00:00,00:14:00,0.11,kWh,$0.05,,0.0,0.11,0.0
13533,Electric usage,2023-06-20 00:00:00-07:00,00:15:00,00:29:00,0.11,kWh,$0.05,,0.0,0.11,0.0
13534,Electric usage,2023-06-20 00:00:00-07:00,00:30:00,00:44:00,0.11,kWh,$0.05,,0.0,0.11,0.0
13535,Electric usage,2023-06-20 00:00:00-07:00,00:45:00,00:59:00,0.11,kWh,$0.05,,0.0,0.11,0.0
13536,Electric usage,2023-06-20 00:00:00-07:00,01:00:00,01:14:00,0.12,kWh,$0.05,,0.0,0.12,0.0
13537,Electric usage,2023-06-20 00:00:00-07:00,01:15:00,01:29:00,0.12,kWh,$0.05,,0.0,0.12,0.0
13538,Electric usage,2023-06-20 00:00:00-07:00,01:30:00,01:44:00,0.12,kWh,$0.05,,0.0,0.12,0.0
13539,Electric usage,2023-06-20 00:00:00-07:00,01:45:00,01:59:00,0.12,kWh,$0.05,,0.0,0.12,0.0
13540,Electric usage,2023-06-20 00:00:00-07:00,02:00:00,02:14:00,0.1,kWh,$0.04,,0.0,0.1,0.0
13541,Electric usage,2023-06-20 00:00:00-07:00,02:15:00,02:29:00,0.1,kWh,$0.04,,0.0,0.1,0.0
13542,Electric usage,2023-06-20 00:00:00-07:00,02:30:00,02:44:00,0.1,kWh,$0.04,,0.0,0.1,0.0
13543,Electric usage,2023-06-20 00:00:00-07:00,02:45:00,02:59:00,0.1,kWh,$0.04,,0.0,0.1,0.0
13544,Electric usage,2023-06-20 00:00:00-07:00,03:00:00,03:14:00,0.1,kWh,$0.04,,0.0,0.1,0.0
13545,Electric usage,2023-06-20 00:00:00-07:00,03:15:00,03:29:00,0.1,kWh,$0.04,,0.0,0.1,0.0
13546,Electric usage,2023-06-20 00:00:00-07:00,03:30:00,03:44:00,0.1,kWh,$0.04,,0.0,0.1,0.0
13547,Electric usage,2023-06-20 00:00:00-07:00,03:45:00,03:59:00,0.1,kWh,$0.04,,0.0,0.1,0.0
13548,Electric usage,2023-06-20 00:00:00-07:00,04:00:00,04:14:00,0.1,kWh,$0.04,,0.0,0.1,0.0
13549,Electric usage,2023-06-20 00:00:00-07:00,04:15:00,04:29:00,0.1,kWh,$0.04,,0.0,0.1,0.0
13550,Electric usage,2023-06-20 00:00:00-07:00,04:30:00,04:44:00,0.1,kWh,$0.04,,0.0,0.1,0.0
13551,Electric usage,2023-06-20 00:00:00-07:00,04:45:00,04:59:00,0.1,kWh,$0.04,,0.0,0.1,0.0
13552,Electric usage,2023-06-20 00:00:00-07:00,05:00:00,05:14:00,0.15,kWh,$0.06,,0.0,0.15,0.0
13553,Electric usage,2023-06-20 00:00:00-07:00,05:15:00,05:29:00,0.15,kWh,$0.06,,4.727824888888889e-05,0.1499527217511111,0.0
13554,Electric usage,2023-06-20 00:00:00-07:00,05:30:00,05:44:00,0.15,kWh,$0.06,,0.0006146172355555557,0.14938538276444444,0.0
13555,Electric usage,2023-06-20 00:00:00-07:00,05:45:00,05:59:00,0.15,kWh,$0.06,,0.004018651155555556,0.14598134884444444,0.0
13556,Electric usage,2023-06-20 00:00:00-07:00,06:00:00,06:14:00,0.14,kWh,$0.06,,0.01115766673777778,0.12884233326222222,0.0
13557,Electric usage,2023-06-20 00:00:00-07:00,06:15:00,06:29:00,0.14,kWh,$0.06,,0.01999869928,0.12000130072000001,0.0
13558,Electric usage,2023-06-20 00:00:00-07:00,06:30:00,06:44:00,0.14,kWh,$0.06,,0.03999739856,0.10000260144,0.0
13559,Electric usage,2023-06-20 00:00:00-07:00,06:45:00,06:59:00,0.14,kWh,$0.06,,0.038200825102222224,0.10179917489777779,0.0
13560,Electric usage,2023-06-20 00:00:00-07:00,07:00:00,07:14:00,0.18,kWh,$0.08,,0.031912817999999996,0.14808718199999998,0.0
13561,Electric usage,2023-06-20 00:00:00-07:00,07:15:00,07:29:00,0.18,kWh,$0.08,,0.03460767818666667,0.14539232181333334,0.0
13562,Electric usage,2023-06-20 00:00:00-07:00,07:30:00,07:44:00,0.18,kWh,$0.08,,0.03720798187555556,0.14279201812444442,0.0
13563,Electric usage,2023-06-20 00:00:00-07:00,07:45:00,07:59:00,0.18,kWh,$0.08,,0.062170897288888895,0.1178291027111111,0.0
13564,Electric usage,2023-06-20 00:00:00-07:00,08:00:00,08:14:00,0.17,kWh,$0.07,,0.1697289135111111,0.0002710864888889053,0.0
13565,Electric usage,2023-06-20 00:00:00-07:00,08:15:00,08:29:00,0.17,kWh,$0.07,,0.13729603477333333,0.03270396522666669,0.0
13566,Electric usage,2023-06-20 00:00:00-07:00,08:30:00,08:44:00,0.17,kWh,$0.07,,0.3118000514222223,0.0,0.14180005142222227
13567,Electric usage,2023-06-20 00:00:00-07:00,08:45:00,08:59:00,0.17,kWh,$0.07,,0.5130635569422222,0.0,0.3430635569422221
13568,Electric usage,2023-06-20 00:00:00-07:00,09:00:00,09:14:00,0.16,kWh,$0.07,,0.624261998328889,0.0,0.4642619983288889
13569,Electric usage,2023-06-20 00:00:00-07:00,09:15:00,09:29:00,0.16,kWh,$0.07,,0.6863383391199999,0.0,0.5263383391199998
13570,Electric usage,2023-06-20 00:00:00-07:00,09:30:00,09:44:00,0.16,kWh,$0.07,,0.7451997589866667,0.0,0.5851997589866667
13571,Electric usage,2023-06-20 00:00:00-07:00,09:45:00,09:59:00,0.16,kWh,$0.07,,0.8031628921244447,0.0,0.6431628921244447
13572,Electric usage,2023-06-20 00:00:00-07:00,10:00:00,10:14:00,0.2,kWh,$0.08,,0.8581002173333334,0.0,0.6581002173333335
13573,Electric usage,2023-06-20 00:00:00-07:00,10:15:00,10:29:00,0.2,kWh,$0.08,,0.9083569959022224,0.0,0.7083569959022225
13574,Electric usage,2023-06-20 00:00:00-07:00,10:30:00,10:44:00,0.2,kWh,$0.08,,0.9564389750222222,0.0,0.7564389750222222
13575,Electric usage,2023-06-20 00:00:00-07:00,10:45:00,10:59:00,0.2,kWh,$0.08,,1.0005968594844445,0.0,0.8005968594844446
13576,Electric usage,2023-06-20 00:00:00-07:00,11:00:00,11:14:00,0.19,kWh,$0.08,,1.0370956676266665,0.0,0.8470956676266665
13577,Electric usage,2023-06-20 00:00:00-07:00,11:15:00,11:29:00,0.19,kWh,$0.08,,1.0725070760444444,0.0,0.8825070760444444
13578,Electric usage,2023-06-20 00:00:00-07:00,11:30:00,11:44:00,0.19,kWh,$0.08,,1.1019141468533333,0.0,0.9119141468533334
13579,Electric usage,2023-06-20 00:00:00-07:00,11:45:00,11:59:00,0.19,kWh,$0.08,,1.1227638546133334,0.0,0.9327638546133334
13580,Electric usage,2023-06-20 00:00:00-07:00,12:00:00,12:14:00,0.14,kWh,$0.06,,1.1418642671644446,0.0,1.0018642671644447
13581,Electric usage,2023-06-20 00:00:00-07:00,12:15:00,12:29:00,0.14,kWh,$0.06,,1.1571351415555557,0.0,1.0171351415555558
13582,Electric usage,2023-06-20 00:00:00-07:00,12:30:00,12:44:00,0.14,kWh,$0.06,,1.1680091388,0.0,1.0280091387999999
13583,Electric usage,2023-06-20 00:00:00-07:00,12:45:00,12:59:00,0.14,kWh,$0.06,,1.1743444241511112,0.0,1.034344424151111
13584,Electric usage,2023-06-20 00:00:00-07:00,13:00:00,13:14:00,0.14,kWh,$0.06,,1.17779573632,0.0,1.03779573632
13585,Electric usage,2023-06-20 00:00:00-07:00,13:15:00,13:29:00,0.14,kWh,$0.06,,1.176424667102222,0.0,1.0364246671022221
13586,Electric usage,2023-06-20 00:00:00-07:00,13:30:00,13:44:00,0.14,kWh,$0.06,,1.1690492602755556,0.0,1.0290492602755554
13587,Electric usage,2023-06-20 00:00:00-07:00,13:45:00,13:59:00,0.14,kWh,$0.06,,1.1567569155644444,0.0,1.0167569155644443
13588,Electric usage,2023-06-20 00:00:00-07:00,14:00:00,14:14:00,0.14,kWh,$0.06,,1.141060536933333,0.0,1.0010605369333332
13589,Electric usage,2023-06-20 00:00:00-07:00,14:15:00,14:29:00,0.14,kWh,$0.06,,1.1166176822577774,0.0,0.9766176822577773
13590,Electric usage,2023-06-20 00:00:00-07:00,14:30:00,14:44:00,0.14,kWh,$0.06,,1.0948696877688888,0.0,0.9548696877688888
13591,Electric usage,2023-06-20 00:00:00-07:00,14:45:00,14:59:00,0.14,kWh,$0.06,,1.0622949742844443,0.0,0.9222949742844443
13592,Electric usage,2023-06-20 00:00:00-07:00,15:00:00,15:14:00,0.18,kWh,$0.08,,1.028491026328889,0.0,0.848491026328889
13593,Electric usage,2023-06-20 00:00:00-07:00,15:15:00,15:29:00,0.18,kWh,$0.08,,0.9892973580000002,0.0,0.8092973580000002
13594,Electric usage,2023-06-20 00:00:00-07:00,15:30:00,15:44:00,0.18,kWh,$0.08,,0.9480234467199999,0.0,0.76802344672
13595,Electric usage,2023-06-20 00:00:00-07:00,15:45:00,15:59:00,0.18,kWh,$0.08,,0.9013125368177779,0.0,0.721312536817778
13596,Electric usage,2023-06-20 00:00:00-07:00,16:00:00,16:14:00,0.18,kWh,$0.09,,0.84973196728,0.0,0.66973196728
13597,Electric usage,2023-06-20 00:00:00-07:00,16:15:00,16:29:00,0.18,kWh,$0.09,,0.7953619810577779,0.0,0.615361981057778
13598,Electric usage,2023-06-20 00:00:00-07:00,16:30:00,16:44:00,0.18,kWh,$0.09,,0.7375879609155556,0.0,0.5575879609155556
13599,Electric usage,2023-06-20 00:00:00-07:00,16:45:00,16:59:00,0.18,kWh,$0.09,,0.6775918630755556,0.0,0.49759186307555564
13600,Electric usage,2023-06-20 00:00:00-07:00,17:00:00,17:14:00,0.16,kWh,$0.08,,0.6153736875377777,0.0,0.4553736875377776
13601,Electric usage,2023-06-20 00:00:00-07:00,17:15:00,17:29:00,0.16,kWh,$0.08,,0.5536755727377779,0.0,0.39367557273777787
13602,Electric usage,2023-06-20 00:00:00-07:00,17:30:00,17:44:00,0.16,kWh,$0.08,,0.48862070226666665,0.0,0.3286207022666666
13603,Electric usage,2023-06-20 00:00:00-07:00,17:45:00,17:59:00,0.16,kWh,$0.08,,0.42323488405333337,0.0,0.2632348840533334
13604,Electric usage,2023-06-20 00:00:00-07:00,18:00:00,18:14:00,0.2,kWh,$0.10,,0.3575181180977778,0.0,0.15751811809777777
13605,Electric usage,2023-06-20 00:00:00-07:00,18:15:00,18:29:00,0.2,kWh,$0.10,,0.29520538606222213,0.0,0.09520538606222212
13606,Electric usage,2023-06-20 00:00:00-07:00,18:30:00,18:44:00,0.2,kWh,$0.10,,0.23232531503999995,0.0,0.03232531503999994
13607,Electric usage,2023-06-20 00:00:00-07:00,18:45:00,18:59:00,0.2,kWh,$0.10,,0.17535502512888884,0.02464497487111117,0.0
13608,Electric usage,2023-06-20 00:00:00-07:00,19:00:00,19:14:00,0.18,kWh,$0.09,,0.12557102904888892,0.05442897095111107,0.0
13609,Electric usage,2023-06-20 00:00:00-07:00,19:15:00,19:29:00,0.18,kWh,$0.09,,0.08472262200888889,0.0952773779911111,0.0
13610,Electric usage,2023-06-20 00:00:00-07:00,19:30:00,19:44:00,0.18,kWh,$0.09,,0.05380264723555555,0.12619735276444444,0.0
13611,Electric usage,2023-06-20 00:00:00-07:00,19:45:00,19:59:00,0.18,kWh,$0.09,,0.03158187025777778,0.1484181297422222,0.0
13612,Electric usage,2023-06-20 00:00:00-07:00,20:00:00,20:14:00,0.18,kWh,$0.09,,0.019100412551111112,0.16089958744888888,0.0
13613,Electric usage,2023-06-20 00:00:00-07:00,20:15:00,20:29:00,0.18,kWh,$0.09,,0.009502928026666668,0.17049707197333333,0.0
13614,Electric usage,2023-06-20 00:00:00-07:00,20:30:00,20:44:00,0.18,kWh,$0.09,,0.002363912444444445,0.17763608755555554,0.0
13615,Electric usage,2023-06-20 00:00:00-07:00,20:45:00,20:59:00,0.18,kWh,$0.09,,0.00028366949333333334,0.17971633050666666,0.0
13616,Electric usage,2023-06-20 00:00:00-07:00,21:00:00,21:14:00,0.15,kWh,$0.07,,0.0,0.15,0.0
13617,Electric usage,2023-06-20 00:00:00-07:00,21:15:00,21:29:00,0.15,kWh,$0.07,,0.0,0.15,0.0
13618,Electric usage,2023-06-20 00:00:00-07:00,21:30:00,21:44:00,0.15,kWh,$0.07,,0.0,0.15,0.0
13619,Electric usage,2023-06-20 00:00:00-07:00,21:45:00,21:59:00,0.15,kWh,$0.07,,0.0,0.15,0.0
13620,Electric usage,2023-06-20 00:00:00-07:00,22:00:00,22:14:00,0.13,kWh,$0.06,,0.0,0.13,0.0
13621,Electric usage,2023-06-20 00:00:00-07:00,22:15:00,22:29:00,0.13,kWh,$0.06,,0.0,0.13,0.0
13622,Electric usage,2023-06-20 00:00:00-07:00,22:30:00,22:44:00,0.13,kWh,$0.06,,0.0,0.13,0.0
13623,Electric usage,2023-06-20 00:00:00-07:00,22:45:00,22:59:00,0.13,kWh,$0.06,,0.0,0.13,0.0
13624,Electric usage,2023-06-20 00:00:00-07:00,23:00:00,23:14:00,0.12,kWh,$0.05,,0.0,0.12,0.0
13625,Electric usage,2023-06-20 00:00:00-07:00,23:15:00,23:29:00,0.12,kWh,$0.05,,0.0,0.12,0.0
13626,Electric usage,2023-06-20 00:00:00-07:00,23:30:00,23:44:00,0.12,kWh,$0.05,,0.0,0.12,0.0
13627,Electric usage,2023-06-20 00:00:00-07:00,23:45:00,23:59:00,0.12,kWh,$0.05,,0.0,0.12,0.0
13628,Electric usage,2023-06-21 00:00:00-07:00,00:00:00,00:14:00,0.11,kWh,$0.05,,0.0,0.11,0.0
13629,Electric usage,2023-06-21 00:00:00-07:00,00:15:00,00:29:00,0.11,kWh,$0.05,,0.0,0.11,0.0
13630,Electric usage,2023-06-21 00:00:00-07:00,00:30:00,00:44:00,0.11,kWh,$0.05,,0.0,0.11,0.0
13631,Electric usage,2023-06-21 00:00:00-07:00,00:45:00,00:59:00,0.11,kWh,$0.05,,0.0,0.11,0.0
13632,Electric usage,2023-06-21 00:00:00-07:00,01:00:00,01:14:00,0.11,kWh,$0.05,,0.0,0.11,0.0
13633,Electric usage,2023-06-21 00:00:00-07:00,01:15:00,01:29:00,0.11,kWh,$0.05,,0.0,0.11,0.0
13634,Electric usage,2023-06-21 00:00:00-07:00,01:30:00,01:44:00,0.11,kWh,$0.05,,0.0,0.11,0.0
13635,Electric usage,2023-06-21 00:00:00-07:00,01:45:00,01:59:00,0.11,kWh,$0.05,,0.0,0.11,0.0
13636,Electric usage,2023-06-21 00:00:00-07:00,02:00:00,02:14:00,0.11,kWh,$0.05,,0.0,0.11,0.0
13637,Electric usage,2023-06-21 00:00:00-07:00,02:15:00,02:29:00,0.11,kWh,$0.05,,0.0,0.11,0.0
13638,Electric usage,2023-06-21 00:00:00-07:00,02:30:00,02:44:00,0.11,kWh,$0.05,,0.0,0.11,0.0
13639,Electric usage,2023-06-21 00:00:00-07:00,02:45:00,02:59:00,0.11,kWh,$0.05,,0.0,0.11,0.0
13640,Electric usage,2023-06-21 00:00:00-07:00,03:00:00,03:14:00,0.1,kWh,$0.04,,0.0,0.1,0.0
13641,Electric usage,2023-06-21 00:00:00-07:00,03:15:00,03:29:00,0.1,kWh,$0.04,,0.0,0.1,0.0
13642,Electric usage,2023-06-21 00:00:00-07:00,03:30:00,03:44:00,0.1,kWh,$0.04,,0.0,0.1,0.0
13643,Electric usage,2023-06-21 00:00:00-07:00,03:45:00,03:59:00,0.1,kWh,$0.04,,0.0,0.1,0.0
13644,Electric usage,2023-06-21 00:00:00-07:00,04:00:00,04:14:00,0.17,kWh,$0.07,,0.0,0.17,0.0
13645,Electric usage,2023-06-21 00:00:00-07:00,04:15:00,04:29:00,0.17,kWh,$0.07,,0.0,0.17,0.0
13646,Electric usage,2023-06-21 00:00:00-07:00,04:30:00,04:44:00,0.17,kWh,$0.07,,0.0,0.17,0.0
13647,Electric usage,2023-06-21 00:00:00-07:00,04:45:00,04:59:00,0.17,kWh,$0.07,,0.0,0.17,0.0
13648,Electric usage,2023-06-21 00:00:00-07:00,05:00:00,05:14:00,0.17,kWh,$0.07,,0.0,0.17,0.0
13649,Electric usage,2023-06-21 00:00:00-07:00,05:15:00,05:29:00,0.17,kWh,$0.07,,4.727824888888889e-05,0.16995272175111112,0.0
13650,Electric usage,2023-06-21 00:00:00-07:00,05:30:00,05:44:00,0.17,kWh,$0.07,,0.0005200607377777778,0.16947993926222224,0.0
13651,Electric usage,2023-06-21 00:00:00-07:00,05:45:00,05:59:00,0.17,kWh,$0.07,,0.0038295381600000006,0.16617046184,0.0
13652,Electric usage,2023-06-21 00:00:00-07:00,06:00:00,06:14:00,0.14,kWh,$0.06,,0.012008675217777778,0.12799132478222225,0.0
13653,Electric usage,2023-06-21 00:00:00-07:00,06:15:00,06:29:00,0.14,kWh,$0.06,,0.024206463431111113,0.1157935365688889,0.0
13654,Electric usage,2023-06-21 00:00:00-07:00,06:30:00,06:44:00,0.14,kWh,$0.06,,0.04103752003555556,0.09896247996444446,0.0
13655,Electric usage,2023-06-21 00:00:00-07:00,06:45:00,06:59:00,0.14,kWh,$0.06,,0.055173716453333334,0.08482628354666669,0.0
13656,Electric usage,2023-06-21 00:00:00-07:00,07:00:00,07:14:00,0.74,kWh,$0.31,,0.045812623173333344,0.6941873768266666,0.0
13657,Electric usage,2023-06-21 00:00:00-07:00,07:15:00,07:29:00,0.74,kWh,$0.31,,0.0463326839111111,0.6936673160888889,0.0
13658,Electric usage,2023-06-21 00:00:00-07:00,07:30:00,07:44:00,0.74,kWh,$0.31,,0.04874387460444445,0.6912561253955556,0.0
13659,Electric usage,2023-06-21 00:00:00-07:00,07:45:00,07:59:00,0.74,kWh,$0.31,,0.09729863621333334,0.6427013637866666,0.0
13660,Electric usage,2023-06-21 00:00:00-07:00,08:00:00,08:14:00,0.67,kWh,$0.29,,0.31340751188444443,0.3565924881155556,0.0
13661,Electric usage,2023-06-21 00:00:00-07:00,08:15:00,08:29:00,0.67,kWh,$0.29,,0.2415918518222223,0.4284081481777777,0.0
13662,Electric usage,2023-06-21 00:00:00-07:00,08:30:00,08:44:00,0.67,kWh,$0.29,,0.4628067783733334,0.20719322162666665,0.0
13663,Electric usage,2023-06-21 00:00:00-07:00,08:45:00,08:59:00,0.67,kWh,$0.29,,0.5357571164088888,0.13424288359111125,0.0
13664,Electric usage,2023-06-21 00:00:00-07:00,09:00:00,09:14:00,0.83,kWh,$0.35,,0.6110240886400001,0.21897591135999983,0.0
13665,Electric usage,2023-06-21 00:00:00-07:00,09:15:00,09:29:00,0.83,kWh,$0.35,,0.6707365169866666,0.15926348301333337,0.0
13666,Electric usage,2023-06-21 00:00:00-07:00,09:30:00,09:44:00,0.83,kWh,$0.35,,0.7344675964888889,0.09553240351111103,0.0
13667,Electric usage,2023-06-21 00:00:00-07:00,09:45:00,09:59:00,0.83,kWh,$0.35,,0.7928562338666666,0.03714376613333337,0.0
13668,Electric usage,2023-06-21 00:00:00-07:00,10:00:00,10:14:00,0.29,kWh,$0.12,,0.8488809588,0.0,0.5588809588000001
13669,Electric usage,2023-06-21 00:00:00-07:00,10:15:00,10:29:00,0.29,kWh,$0.12,,0.9002724153422222,0.0,0.6102724153422223
13670,Electric usage,2023-06-21 00:00:00-07:00,10:30:00,10:44:00,0.29,kWh,$0.12,,0.9485907857066669,0.0,0.6585907857066668
13671,Electric usage,2023-06-21 00:00:00-07:00,10:45:00,10:59:00,0.29,kWh,$0.12,,0.9934105656533335,0.0,0.7034105656533336
13672,Electric usage,2023-06-21 00:00:00-07:00,11:00:00,11:14:00,0.29,kWh,$0.12,,1.0329824599733335,0.0,0.7429824599733335
13673,Electric usage,2023-06-21 00:00:00-07:00,11:15:00,11:29:00,0.29,kWh,$0.12,,1.0669282426755555,0.0,0.7769282426755555
13674,Electric usage,2023-06-21 00:00:00-07:00,11:30:00,11:44:00,0.29,kWh,$0.12,,1.0941132357866665,0.0,0.8041132357866665
13675,Electric usage,2023-06-21 00:00:00-07:00,11:45:00,11:59:00,0.29,kWh,$0.12,,1.1095259449244448,0.0,0.8195259449244447
13676,Electric usage,2023-06-21 00:00:00-07:00,12:00:00,12:14:00,0.31,kWh,$0.13,,1.1298555919466666,0.0,0.8198555919466666
13677,Electric usage,2023-06-21 00:00:00-07:00,12:15:00,12:29:00,0.31,kWh,$0.13,,1.149665178231111,0.0,0.8396651782311109
13678,Electric usage,2023-06-21 00:00:00-07:00,12:30:00,12:44:00,0.31,kWh,$0.13,,1.1626666966755554,0.0,0.8526666966755554
13679,Electric usage,2023-06-21 00:00:00-07:00,12:45:00,12:59:00,0.31,kWh,$0.13,,1.1684346430399999,0.0,0.8584346430399998
13680,Electric usage,2023-06-21 00:00:00-07:00,13:00:00,13:14:00,0.22,kWh,$0.10,,1.170183938248889,0.0,0.950183938248889
13681,Electric usage,2023-06-21 00:00:00-07:00,13:15:00,13:29:00,0.22,kWh,$0.10,,1.1698529905066666,0.0,0.9498529905066666
13682,Electric usage,2023-06-21 00:00:00-07:00,13:30:00,13:44:00,0.22,kWh,$0.10,,1.1611065144622221,0.0,0.9411065144622222
13683,Electric usage,2023-06-21 00:00:00-07:00,13:45:00,13:59:00,0.22,kWh,$0.10,,1.142809832142222,0.0,0.922809832142222
13684,Electric usage,2023-06-21 00:00:00-07:00,14:00:00,14:14:00,0.15,kWh,$0.06,,1.1239930890844443,0.0,0.9739930890844443
13685,Electric usage,2023-06-21 00:00:00-07:00,14:15:00,14:29:00,0.15,kWh,$0.06,,1.1027651553333333,0.0,0.9527651553333333
13686,Electric usage,2023-06-21 00:00:00-07:00,14:30:00,14:44:00,0.15,kWh,$0.06,,1.078133187662222,0.0,0.928133187662222
13687,Electric usage,2023-06-21 00:00:00-07:00,14:45:00,14:59:00,0.15,kWh,$0.06,,1.0478278301244446,0.0,0.8978278301244446
13688,Electric usage,2023-06-21 00:00:00-07:00,15:00:00,15:14:00,0.15,kWh,$0.07,,1.0128419259466668,0.0,0.8628419259466668
13689,Electric usage,2023-06-21 00:00:00-07:00,15:15:00,15:29:00,0.15,kWh,$0.07,,0.9733173098755554,0.0,0.8233173098755554
13690,Electric usage,2023-06-21 00:00:00-07:00,15:30:00,15:44:00,0.15,kWh,$0.07,,0.9343127545422222,0.0,0.7843127545422222
13691,Electric usage,2023-06-21 00:00:00-07:00,15:45:00,15:59:00,0.15,kWh,$0.07,,0.8890201921066668,0.0,0.7390201921066668
13692,Electric usage,2023-06-21 00:00:00-07:00,16:00:00,16:14:00,0.23,kWh,$0.12,,0.8354066578666667,0.0,0.6054066578666667
13693,Electric usage,2023-06-21 00:00:00-07:00,16:15:00,16:29:00,0.23,kWh,$0.12,,0.7823604626133335,0.0,0.5523604626133335
13694,Electric usage,2023-06-21 00:00:00-07:00,16:30:00,16:44:00,0.23,kWh,$0.12,,0.7273285809066669,0.0,0.4973285809066669
13695,Electric usage,2023-06-21 00:00:00-07:00,16:45:00,16:59:00,0.23,kWh,$0.12,,0.6675215960622222,0.0,0.4375215960622222
13696,Electric usage,2023-06-21 00:00:00-07:00,17:00:00,17:14:00,0.15,kWh,$0.08,,0.6056343682666668,0.0,0.4556343682666668
13697,Electric usage,2023-06-21 00:00:00-07:00,17:15:00,17:29:00,0.15,kWh,$0.08,,0.5439835317155555,0.0,0.39398353171555545
13698,Electric usage,2023-06-21 00:00:00-07:00,17:30:00,17:44:00,0.15,kWh,$0.08,,0.47911777424000007,0.0,0.3291177742400001
13699,Electric usage,2023-06-21 00:00:00-07:00,17:45:00,17:59:00,0.15,kWh,$0.08,,0.41373195602666657,0.0,0.26373195602666655
13700,Electric usage,2023-06-21 00:00:00-07:00,18:00:00,18:14:00,0.11,kWh,$0.05,,0.35127738924444446,0.0,0.24127738924444447
13701,Electric usage,2023-06-21 00:00:00-07:00,18:15:00,18:29:00,0.11,kWh,$0.05,,0.29061939592,0.0,0.18061939592000004
13702,Electric usage,2023-06-21 00:00:00-07:00,18:30:00,18:44:00,0.11,kWh,$0.05,,0.2310015240711111,0.0,0.1210015240711111
13703,Electric usage,2023-06-21 00:00:00-07:00,18:45:00,18:59:00,0.11,kWh,$0.05,,0.17842811130666666,0.0,0.06842811130666666
13704,Electric usage,2023-06-21 00:00:00-07:00,19:00:00,19:14:00,0.11,kWh,$0.05,,0.12940056720888887,0.0,0.019400567208888872
13705,Electric usage,2023-06-21 00:00:00-07:00,19:15:00,19:29:00,0.11,kWh,$0.05,,0.08755931694222222,0.022440683057777785,0.0
